1	15.55	28.65	2
2	14.9	27.55	2
3	14.45	28.35	2
4	14.15	28.8	2
5	13.75	28.05	2
6	13.35	28.45	2
7	13	29.15	2
8	13.45	27.5	2
9	13.6	26.5	2
10	12.8	27.35	2
11	12.4	27.85	2
12	12.3	28.4	2
13	12.2	28.65	2
14	13.4	25.1	2
15	12.95	25.95	2
16	12.9	26.5	2
17	11.85	27	2
18	11.35	28	2
19	11.15	28.7	2
20	11.25	27.4	2
21	10.75	27.7	2
22	10.5	28.35	2
23	9.65	28.45	2
24	10.25	27.25	2
25	10.75	26.55	2
750	24.1	21.9	1
751	24.7	22.2	1
752	24.3	22.6	1
753	24.15	23.3	1
754	23.9	23.45	1
755	5.2	2.15	5
756	6.35	1.95	5
757	6.75	2.3	5
758	5.9	2.4	5
759	5.4	2.7	5
760	4.85	2.9	5
761	4.85	3.35	5
762	5.15	3.45	5
763	5.7	3.45	5
764	6.2	3	5
765	6.2	3.2	5
766	7.65	2.15	5
767	7.2	2.75	5
768	6.75	3.2	5
769	6.75	3.55	5
770	6.65	3.8	5
771	5.8	4	5
772	4.95	4.05	5
773	5.1	4.35	5
774	5.7	4.45	5
775	5.45	4.85	5
776	6.7	4.8	5
777	6.55	5.05	5
778	7.2	4.9	5
779	6.2	4.25	5
780	7.1	4.3	5
781	7.85	4.5	5
782	7.6	4.15	5
783	7.25	3.55	5
784	7.8	3.35	5
785	8.05	2.75	5
786	8.5	3.25	5
787	8.1	3.55	5
788	8.15	4	5
152	10.6	18.15	2
153	11.4	18.3	2
154	11.4	19.25	2
155	12.35	18.8	2
156	12.8	19.75	2
157	12.15	18.1	2
158	11.05	17.5	2
159	11.95	17.25	2
160	12.25	17.5	2
161	13.05	17.4	2
162	13.75	18.15	2
163	13.5	18.65	2
164	13.65	19.25	2
165	14	19.9	2
166	15.2	18.2	2
167	15.5	17.15	2
168	13.9	17.1	2
169	13.75	16.6	2
170	12.15	16.4	2
171	7.8	13.7	7
212	11.85	9.8	4
213	12.85	10.65	4
214	12.9	11.7	4
215	13.6	11.1	4
216	14.05	11.75	4
217	14.5	11.8	4
218	14.3	12.45	4
219	17	12.9	4
220	15.8	12.6	4
221	15.85	12	4
222	16.7	12.2	4
223	16.25	11.7	4
224	15.55	11.15	4
225	14.8	11.35	4
226	14.45	10.75	4
227	13.75	10.45	4
228	12.8	10.1	4
229	13.15	9.8	4
230	12.45	9.3	4
231	11.8	8.95	4
232	11.1	8.45	4
233	10.35	7.7	4
234	10.1	6.75	4
235	11.3	7.95	4
236	12.35	8.45	4
237	13.1	8.95	4
743	22.9	23.2	1
744	22.3	22.8	1
745	22.2	22.4	1
746	23.1	21.7	1
747	22.85	21.9	1
748	22.65	21.1	1
749	23.15	22.6	1
644	34.15	19.3	6
645	34.85	18.85	6
646	35.3	18.55	6
647	35.4	19.35	6
648	34.55	19.75	6
649	35.05	20	6
650	35.95	19.85	6
651	36.35	20.6	6
652	35.5	20.55	6
653	34.45	20.65	6
654	34.4	21.25	6
655	35	21.05	6
656	35.75	21.3	6
657	35.05	21.5	6
658	34.6	22.05	6
659	34.2	21.75	6
660	36.25	21.95	6
661	35.7	22.3	6
662	35.5	22.9	6
663	35.85	23.25	6
664	36.3	23.8	6
665	35.45	24.1	6
666	34.9	23.5	6
667	34.2	22.9	6
668	33.85	23.3	6
669	33.25	23.35	6
670	32.45	23.7	6
671	33.6	23.9	6
26	11.7	26.35	2
27	11.6	25.9	2
28	11.9	25.05	2
29	12.6	24.05	2
30	11.9	24.5	2
31	11.1	25.2	2
32	10.55	25.15	2
33	10.05	25.95	2
34	9.35	26.6	2
35	9.3	27.25	2
36	9.2	27.8	2
37	7.5	28.25	2
38	8.55	27.45	2
39	8.5	27.05	2
40	8.05	27.2	2
41	7.85	26.8	2
42	7.3	27.4	2
43	6.8	26.85	2
44	7	26.5	2
45	7.55	26.3	2
46	8.55	26.3	2
47	9	25.85	2
48	8.6	25.65	2
49	9.4	25.55	2
50	8.45	25.05	2
51	8.85	24.6	2
52	9.65	24.7	2
53	10.55	24.35	2
172	8.85	13.35	7
173	9	12.7	7
174	9.7	12.1	7
175	8.05	12.9	7
176	7.7	13.25	7
177	6.8	13.2	7
178	6.6	13.45	7
179	6.2	12.55	7
180	5.4	12.85	7
181	5.7	12.25	7
182	5.2	11.9	7
183	5.15	11.35	7
184	5.85	11.2	7
185	6.1	11.75	7
186	7	12.35	7
187	7.05	12.45	7
188	7.9	12.5	7
189	8.55	12.1	7
190	7.85	11.85	7
191	7.1	11.95	7
192	6.9	11.5	7
193	6.85	10.9	7
194	6.4	10.7	7
283	12.4	4.35	4
284	11.75	3.45	4
285	12.65	3.7	4
286	13.4	4.35	4
287	13.9	4.95	4
288	12.75	3	4
289	13.55	3.15	4
290	13.7	3.65	4
291	14.1	4.1	4
292	14.65	5.05	4
293	14.35	5.75	4
294	14.5	6.55	4
295	15.15	7.1	4
296	13.6	2.55	4
297	14.45	2.4	4
298	14.6	3.05	4
299	15	3.4	4
300	15.25	3.5	4
301	14.7	4.1	4
302	14.7	4.5	4
303	15.25	2.7	4
304	15.65	2.05	4
305	15.95	2.8	4
306	16.1	3.55	4
307	15.9	4	4
308	15.6	4.75	4
309	15.55	5.05	4
310	15.35	5.5	4
311	15.15	5.95	4
312	15.5	6.75	4
313	15.7	6.35	4
314	16.2	5.9	4
315	16.35	5.35	4
316	16.2	4.55	4
317	16.55	4.2	4
318	16.95	4.75	4
319	17.05	5.1	4
320	17.3	4.8	4
321	17.3	4.15	4
322	17.6	4.3	4
323	17.05	3.7	4
324	17.25	3.05	4
325	16.65	2.8	4
326	16.55	2.15	4
327	17.2	2.05	4
328	18.15	1.95	4
329	18.05	2.45	4
330	18.15	3.05	4
331	18.6	3.45	4
332	18.4	3.6	4
333	18.85	3.2	4
334	19.1	2.65	4
335	19.45	2.65	4
336	19	2.1	4
337	19.9	2.05	4
338	20.45	2.8	4
339	19.8	3.25	4
340	19.45	3.9	4
341	18.65	4.2	4
434	19.35	12.2	4
435	19.2	12.25	4
436	20.05	11.6	4
437	20.6	11.15	4
438	20.7	10.65	4
439	21.3	11.65	4
440	21.8	11.15	4
441	21.85	10.7	4
442	21.65	10.05	4
443	20.95	10.2	4
444	20.9	9.7	4
445	21.65	9.45	4
446	21.2	9.25	4
447	20.75	8.75	4
448	20.55	8.75	4
449	21.1	8	4
450	21.65	8.65	4
451	21.75	8.2	4
452	21.95	7.55	4
453	22	6.75	4
454	22.8	6.45	4
455	22.65	6.65	4
456	22.75	7.05	4
457	23	7.35	4
458	22.55	7.9	4
459	22.2	8.7	4
460	22.9	8.45	4
461	22.35	9.2	4
462	22.75	9.35	4
463	22.4	10.05	4
464	23.05	10.9	4
465	23.3	9.85	4
466	23.95	9.8	4
467	23.65	9.1	4
468	23.7	8.85	4
469	24.25	8.25	4
470	24.85	7.95	4
471	23.5	7.85	4
472	23.85	7.35	4
473	23.95	6.9	4
474	23.65	6.5	4
475	23.6	5.7	4
476	24.3	5.65	4
477	24.8	6.4	4
478	34.05	3.5	3
479	33.05	3.85	3
480	32	3.8	3
481	31.9	4.4	3
482	31.05	4.75	3
483	30.4	5.65	3
484	30.75	6.1	3
485	30	6.7	3
486	30.1	7.4	3
487	29.5	8.15	3
488	30.75	8	3
489	30.85	7.35	3
490	31.5	6.75	3
491	31.75	5.95	3
492	32.35	6.45	3
534	35.35	8.05	3
535	36.55	8.65	3
536	36.4	9.1	3
537	35.5	9.1	3
538	34.55	8.85	3
539	35.25	9.4	3
540	34.4	9.5	3
541	33.5	9.3	3
542	33.85	9.8	3
543	32.5	9.65	3
544	32.3	10.25	3
545	33.3	10.3	3
546	31.6	10.5	3
547	30.6	10.5	3
548	30.4	11.1	3
549	30.9	11.45	3
550	30.7	11.65	3
551	30.4	12.05	3
552	31.2	12	3
553	31.95	11.35	3
554	31.65	11.05	3
555	32.95	11.15	3
556	32.65	11.7	3
557	32.25	12.25	3
558	32.05	12.25	3
559	31.3	12.7	3
560	31.95	12.95	3
561	32.75	13.1	3
562	33.15	13.2	3
563	33.1	12.75	3
564	33.15	12.1	3
565	34.3	11.75	3
566	34	10.85	3
567	34.65	11	3
709	34.4	25.6	6
710	21.3	20.8	1
711	20.15	20.9	1
712	19.2	21.35	1
713	19.1	21.85	1
714	18.45	22.8	1
715	18.75	22.95	1
716	19.4	23	1
717	19.55	22.25	1
718	19.8	21.85	1
719	20.5	21.85	1
720	21.45	21.45	1
721	21.7	21.9	1
722	21.4	22.3	1
723	21	22.6	1
724	21.15	22.95	1
725	20.5	22.85	1
726	19.75	23.65	1
727	19.2	23.7	1
728	18.45	24.35	1
729	20.65	23.85	1
730	20.65	24.3	1
731	19.7	24.6	1
732	20.15	25.05	1
733	22.15	25.1	1
734	21.6	24.65	1
735	21.7	23.8	1
736	21.9	23.65	1
737	22.55	23.5	1
738	22.55	24.3	1
739	23.3	24.45	1
740	24.25	24.35	1
741	23.8	25.25	1
742	23.4	23.8	1
397	21.65	4.85	4
398	22.15	4.35	4
399	23.05	3.35	4
400	23.05	3.8	4
401	23.15	4.4	4
402	22.5	4.75	4
403	22.15	5.2	4
404	24.15	4.55	4
405	23.5	5.05	4
406	23.1	5.3	4
407	23	5.75	4
408	22.2	5.75	4
409	21.85	6.2	4
410	20.75	6.55	4
411	21	7.15	4
412	20.75	7.65	4
413	20	8.2	4
414	19.5	8.65	4
415	18.85	9.05	4
416	18.75	9.55	4
417	18.6	10	4
418	16.95	10.35	4
419	17.35	10.85	4
420	18	10.65	4
421	18.5	10.55	4
422	18.1	11.1	4
423	17.55	11.3	4
424	17.95	11.9	4
425	18.3	12	4
426	18	12.5	4
427	19	11.65	4
428	19.5	11.05	4
429	19.45	10.55	4
430	19.4	9.65	4
431	20.1	9.4	4
432	20.05	9.95	4
433	20.05	10.2	4
493	32.8	6	3
494	32.05	5.1	3
495	32.8	4.8	3
496	32.65	4.4	3
497	33.65	4.6	3
498	33.05	5.15	3
499	33.6	5.45	3
500	34.5	5.05	3
501	34.9	4.65	3
502	35.45	4.1	3
503	34.6	4.05	3
504	34.2	4.2	3
505	36.3	5.2	3
506	35.55	5.35	3
507	35.95	6.05	3
508	34.8	5.85	3
509	33.7	6.15	3
510	33.95	6.6	3
511	33.7	7.05	3
512	32.75	7.1	3
513	32.3	7.65	3
514	33	7.9	3
515	31.95	8.15	3
516	31.15	8.65	3
517	30.35	8.85	3
518	29.85	9	3
519	30.7	9.15	3
520	29.7	9.9	3
521	30.45	9.95	3
522	30.95	9.85	3
523	31.8	9.45	3
524	32.45	8.8	3
525	33.55	8.6	3
526	34.35	7.7	3
527	34.7	8	3
528	34.6	7.25	3
529	35	6.8	3
530	35.5	7.35	3
531	36.1	7.5	3
532	36.55	7	3
533	36	8.2	3
568	34.8	10.1	3
589	31	17.5	6
590	31.15	17.9	6
591	30.45	18.05	6
592	30.05	18.8	6
593	30.55	18.8	6
594	30.5	19.3	6
595	30.25	19.4	6
596	29.6	19.85	6
597	29.15	20.55	6
598	30.25	20.45	6
599	30.7	20.05	6
600	31	19.9	6
601	31.55	19.65	6
602	31.5	18.55	6
603	32.05	18.6	6
604	31.95	19.1	6
605	32.6	18.35	6
606	32.85	17.95	6
607	33.45	17.45	6
608	33.7	17	6
609	34.25	17.35	6
610	34.3	18.05	6
611	33.85	18.4	6
612	33.05	18.85	6
613	33.25	18.95	6
614	32.8	19.15	6
615	32.3	19.85	6
616	32.8	20	6
617	31.75	20.25	6
618	31.75	20.75	6
619	32.1	21.15	6
620	31.55	21.6	6
621	30.65	21.3	6
622	29.95	21.6	6
623	29.5	21.6	6
624	30.35	22.05	6
625	31.05	22	6
626	31.55	22.2	6
627	30.95	22.65	6
628	30.3	23.1	6
629	29.6	23.15	6
630	29.35	22.55	6
631	29.2	23.85	6
632	30.75	24	6
633	30.95	24.15	6
634	31.45	23.7	6
635	31.95	23.15	6
636	32.55	22.05	6
637	32.6	22.55	6
638	33.25	22.25	6
639	33.65	21.9	6
640	33.5	21.3	6
641	33.1	20.75	6
642	33.8	20.4	6
643	33.85	20	6
672	34.25	23.95	6
673	34.25	24.1	6
674	35.4	24.7	6
675	35.15	25.3	6
676	34.4	24.9	6
677	33.7	24.85	6
678	32.25	24.45	6
679	32.5	24.7	6
680	31.45	24.45	6
681	31.55	25.2	6
682	31.05	25	6
683	30.25	24.3	6
684	29.8	24.8	6
685	29.6	25.5	6
686	29.7	26.05	6
687	30.5	25.5	6
688	30.65	26	6
689	31.25	26.05	6
690	31.45	26.95	6
691	30.75	26.9	6
692	30.65	27.15	6
693	31.25	27.85	6
694	31.85	27.75	6
695	32.7	28.2	6
696	33.25	27.55	6
697	32.4	27.1	6
698	32.15	26.65	6
699	32.35	25.95	6
700	32.95	25.5	6
199	7.65	11.1	7
200	8.1	11.2	7
201	8.8	11.4	7
202	8.3	10.55	7
203	9	10.9	7
204	9.35	10.5	7
205	10.15	11	4
206	10.4	10.55	4
207	10.9	10	4
208	11.55	10.2	4
209	11.75	10.85	4
210	10.1	8.65	4
211	11.05	9.1	4
238	13.2	9.35	4
239	14.1	10.05	4
240	11.5	7.5	4
241	11.35	6.9	4
242	11.95	6.75	4
243	12.4	7.1	4
244	12.25	7.6	4
245	12.95	7.6	4
246	13.45	7.95	4
247	13.35	8.25	4
248	13.75	9	4
249	14.3	9.3	4
250	14.85	9.55	4
251	15.1	10.25	4
252	15.45	10.55	4
253	16.35	10.85	4
254	16.75	11.5	4
255	16.25	10.2	4
256	15.4	10.1	4
257	15.45	9.7	4
258	15.15	9.3	4
259	15.25	8.65	4
260	15.55	8.2	4
261	14.25	8.7	4
262	14.25	8.25	4
263	15.05	7.8	4
264	14.3	7.5	4
265	13.55	7.45	4
350	16.6	6.85	4
351	15.7	7.15	4
352	15.75	7.75	4
353	16.6	7.95	4
354	20.4	3.4	4
355	20.7	3.45	4
356	21.15	2.85	4
357	21.75	2.65	4
358	22	3.25	4
359	22.2	3.5	4
360	21.45	3.75	4
361	21.1	4.05	4
362	20.15	4.3	4
363	20.8	4.7	4
364	20.7	5.15	4
365	19.75	5.05	4
366	19.85	5.5	4
367	20.4	5.65	4
368	20.55	5.75	4
369	18.7	5.75	4
370	19.25	5.95	4
371	18.4	6	4
372	18.45	6.6	4
373	17.65	7.05	4
374	16.7	7.4	4
375	18.65	7.3	4
376	18.05	7.35	4
377	17.85	7.75	4
378	17.5	8.25	4
379	17.15	8.6	4
380	17.05	9	4
381	16.4	8.7	4
382	16.05	8.95	4
383	16.05	9.6	4
384	16.5	9.75	4
385	17.25	9.6	4
386	17.6	9.9	4
387	17.8	9.3	4
388	18	8.55	4
389	18.8	8.1	4
390	18.8	8.35	4
391	19.4	7.6	4
392	19.25	6.6	4
393	20.05	6.95	4
394	19.8	7.5	4
395	20.05	6.35	4
396	21.15	5.7	4
569	35.65	9.85	3
570	36.35	10	3
571	35.55	10.75	3
572	35.8	11.55	3
573	35.2	11.75	3
574	34.7	11.75	3
575	34.95	12.75	3
576	34.05	12.55	3
577	34.05	13.05	3
578	33.25	13.7	3
579	33.2	14.15	3
580	33.25	14.7	6
581	33	15.15	6
582	32.95	15.65	6
583	32.6	16.15	6
584	32.45	16.75	6
585	32.65	17.05	6
586	32.75	17.3	6
587	31.75	17.2	6
588	31.7	17.65	6
701	33.85	26.05	6
702	33.05	26.5	6
54	11.05	23.9	2
55	10.55	23.55	2
56	9.45	23.35	2
57	9.2	23.9	2
58	8.35	23.9	2
59	7.35	24.75	2
60	7.4	25.45	2
61	6.6	25.75	2
62	6.1	26	2
63	5.8	26.95	2
64	5.65	25.8	2
65	5.3	26.1	2
66	6.4	25.4	2
67	5.4	25.25	2
68	5.35	24.7	2
69	4.8	25.05	2
70	4.2	25.55	2
71	6.4	24.8	2
72	6.55	24.3	2
73	7.4	24.25	2
74	5.45	24.2	2
75	4.3	24	2
76	4	24.25	2
77	3.35	23.3	2
78	4.85	23.05	2
79	4.3	22.75	2
80	5.85	23.4	2
81	5.9	23.55	2
82	7.55	23.7	2
83	6.85	23.25	2
84	7.65	23.1	2
85	6.95	22.55	2
86	6.1	22.6	2
87	5.5	22.6	2
88	4.7	22.1	2
89	3.8	21.85	2
90	4.65	21.2	2
91	4.15	20.35	2
92	5.3	20.4	2
93	5.6	20.75	2
94	5.8	21.95	2
95	6.4	21.95	2
96	6.55	21.15	2
97	7.45	21.95	2
98	7.4	21.55	2
99	7.75	21.2	2
100	7.65	20.65	2
101	6.95	19.8	2
102	6.6	20.1	2
103	6.05	20.2	2
104	5.4	19.65	2
105	5.35	19.05	2
106	5.8	18.25	2
107	6.3	19.1	2
108	7	18.9	2
109	7.15	17.9	2
110	7.35	18.2	2
111	8.2	20.05	2
112	8.3	19.45	2
113	8.3	18.5	2
114	8.75	18.8	2
115	9.05	18.2	2
116	9.35	17.7	2
117	8.9	17.65	2
118	8.45	17.2	2
119	10.05	17.2	2
120	10.4	16.75	2
121	8.6	20.9	2
122	8.65	21.3	2
123	8.65	21.9	2
124	8.65	22.5	2
125	8.95	22.8	2
126	9.95	22.65	2
127	8.95	22.2	2
128	9.65	21.9	2
129	10.55	22.3	2
130	10.9	22.85	2
131	11.35	23.45	2
132	12.05	23.4	2
133	12.3	22.75	2
134	11.7	22.15	2
135	11.15	22.05	2
136	10.85	21.5	2
137	10.85	21.05	2
138	9.6	21.3	2
139	9.85	20.7	2
140	9.35	20.6	2
141	9.25	19.65	2
142	9.95	19.8	2
143	10.7	20.35	2
144	11.3	20.7	2
145	12.35	21.6	2
146	13.1	21.3	2
147	12.85	20.75	2
148	12	20	2
149	11	19.85	2
150	10.35	19	2
151	9.9	18.65	2
195	5.9	10.3	7
196	6.4	10.25	7
197	7.05	10.05	7
198	7.35	10.5	7
266	14.3	6.95	4
267	13.95	6.7	4
268	13.05	6.95	4
269	13.05	6.2	4
270	11.55	6.3	4
271	10.8	5.85	4
272	10.6	5.05	4
273	11.35	5.55	4
274	12.15	5.4	4
275	12.4	5.8	4
276	12.8	5.7	4
277	13.65	5.9	4
278	13.9	5.3	4
279	13.1	5.1	4
280	12.55	4.9	4
281	11.5	4.75	4
282	11.35	4.05	4
342	18.4	4.6	4
343	18.65	4.75	4
344	18.75	5.15	4
345	19.1	4.55	4
346	17.9	5.4	4
347	17.65	5.7	4
348	17.05	6.05	4
349	17.4	6.5	4
703	33.65	27	6
704	34.1	27.35	6
705	34.2	27.95	6
706	34.65	26.85	6
707	35.25	26	6
708	35.7	26.15	6
